"Jahr";"Kanton";"Staatsangehörigkeit (Kategorie)";"Geschlecht";"Alter";"Bestand am 31. Dezember"
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"75 Jahre";17293
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"76 Jahre";16095
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"77 Jahre";14675
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"78 Jahre";13215
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"79 Jahre";11773
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"80 Jahre";10581
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"81 Jahre";9268
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"82 Jahre";7612
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"83 Jahre";6818
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"84 Jahre";5272
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"85 Jahre";4495
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"86 Jahre";3719
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"87 Jahre";2950
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"88 Jahre";2249
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"89 Jahre";1796
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"90 Jahre";1324
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"91 Jahre";996
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"92 Jahre";686
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"93 Jahre";510
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"94 Jahre";339
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"95 Jahre";239
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"96 Jahre";132
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"97 Jahre";84
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"98 Jahre";41
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"99 Jahre und mehr";73
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"Alter - Total";3288680
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"0 Jahre";36292
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"1 Jahr";35268
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"2 Jahre";35673
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"3 Jahre";34733
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"4 Jahre";34363
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"5 Jahre";35113
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"6 Jahre";35507
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"7 Jahre";35799
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"8 Jahre";37483
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"9 Jahre";38530
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"10 Jahre";40464
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"11 Jahre";42773
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"12 Jahre";43931
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"13 Jahre";45571
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"14 Jahre";47431
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"15 Jahre";48590
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"16 Jahre";50291
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"17 Jahre";50834
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"18 Jahre";52356
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"19 Jahre";51587
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"20 Jahre";49982
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"21 Jahre";48890
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"22 Jahre";48382
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"23 Jahre";48320
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"24 Jahre";47758
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"25 Jahre";48236
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"26 Jahre";47547
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"27 Jahre";47626
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"28 Jahre";47500
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"29 Jahre";47251
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"30 Jahre";48010
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"31 Jahre";47242
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"32 Jahre";49093
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"33 Jahre";49235
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"34 Jahre";50902
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"35 Jahre";50442
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"36 Jahre";50658
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"37 Jahre";48835
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"38 Jahre";49054
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"39 Jahre";47909
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"40 Jahre";46374
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"41 Jahre";44019
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"42 Jahre";42120
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"43 Jahre";41332
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"44 Jahre";40444
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"45 Jahre";39428
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"46 Jahre";40086
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"47 Jahre";39917
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"48 Jahre";39630
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"49 Jahre";39222
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"50 Jahre";38606
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"51 Jahre";38107
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"52 Jahre";38823
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"53 Jahre";37844
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"54 Jahre";37597
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"55 Jahre";36360
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"56 Jahre";37125
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"57 Jahre";36718
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"58 Jahre";36164
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"59 Jahre";35822
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"60 Jahre";35119
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"61 Jahre";35785
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"62 Jahre";34481
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"63 Jahre";29516
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"64 Jahre";28277
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"65 Jahre";27439
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"66 Jahre";27764
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"67 Jahre";28217
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"68 Jahre";30824
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"69 Jahre";30492
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"70 Jahre";30467
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"71 Jahre";29747
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"72 Jahre";29525
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"73 Jahre";28521
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"74 Jahre";28320
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"75 Jahre";26256
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"76 Jahre";24990
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"77 Jahre";23830
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"78 Jahre";22038
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"79 Jahre";20069
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"80 Jahre";19136
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"81 Jahre";17710
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"82 Jahre";15614
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"83 Jahre";13677
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"84 Jahre";11778
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"85 Jahre";9963
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"86 Jahre";8572
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"87 Jahre";6951
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"88 Jahre";5631
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"89 Jahre";4562
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"90 Jahre";3446
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"91 Jahre";2676
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"92 Jahre";1906
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"93 Jahre";1364
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"94 Jahre";985
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"95 Jahre";644
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"96 Jahre";444
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"97 Jahre";302
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"98 Jahre";189
"1982";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"99 Jahre und mehr";254
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"Alter - Total";3130360
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"0 Jahre";37649
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"1 Jahr";37670
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"2 Jahre";37164
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"3 Jahre";37398
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"4 Jahre";36600
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"5 Jahre";36682
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"6 Jahre";37306
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"7 Jahre";36634
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"8 Jahre";37600
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"9 Jahre";39407
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"10 Jahre";40937
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"11 Jahre";42995
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"12 Jahre";45125
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"13 Jahre";46610
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"14 Jahre";47774
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"15 Jahre";49782
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"16 Jahre";51031
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"17 Jahre";52666
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"18 Jahre";53990
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"19 Jahre";54483
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"20 Jahre";53156
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"21 Jahre";51596
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"22 Jahre";49672
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"23 Jahre";48362
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"24 Jahre";47754
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"25 Jahre";47631
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"26 Jahre";48095
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"27 Jahre";48079
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"28 Jahre";47762
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"29 Jahre";47008
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"30 Jahre";47099
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"31 Jahre";47863
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"32 Jahre";47489
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"33 Jahre";50143
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"34 Jahre";50501
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"35 Jahre";51764
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"36 Jahre";51957
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"37 Jahre";52576
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"38 Jahre";51418
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"39 Jahre";50902
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"40 Jahre";49460
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"41 Jahre";47937
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"42 Jahre";44809
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"43 Jahre";42234
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"44 Jahre";41523
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"45 Jahre";40631
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"46 Jahre";39659
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"47 Jahre";39893
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"48 Jahre";39903
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"49 Jahre";39265
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"50 Jahre";38057
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"51 Jahre";37655
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"52 Jahre";36616
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"53 Jahre";36671
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"54 Jahre";35212
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"55 Jahre";34118
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"56 Jahre";33489
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"57 Jahre";32938
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"58 Jahre";32537
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"59 Jahre";31457
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"60 Jahre";31347
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"61 Jahre";30711
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"62 Jahre";30824
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"63 Jahre";29823
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"64 Jahre";25070
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"65 Jahre";24038
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"66 Jahre";22898
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"67 Jahre";22954
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"68 Jahre";22283
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"69 Jahre";24127
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"70 Jahre";23167
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"71 Jahre";22516
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"72 Jahre";20769
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"73 Jahre";20075
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"74 Jahre";18996
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"75 Jahre";18088
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"76 Jahre";16187
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"77 Jahre";15028
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"78 Jahre";13574
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"79 Jahre";12173
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"80 Jahre";10730
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"81 Jahre";9555
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"82 Jahre";8210
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"83 Jahre";6719
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"84 Jahre";5915
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"85 Jahre";4518
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"86 Jahre";3795
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"87 Jahre";3082
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"88 Jahre";2396
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"89 Jahre";1782
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"90 Jahre";1409
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"91 Jahre";1020
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"92 Jahre";740
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"93 Jahre";508
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"94 Jahre";348
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"95 Jahre";225
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"96 Jahre";167
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"97 Jahre";84
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"98 Jahre";53
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Mann";"99 Jahre und mehr";62
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"Alter - Total";3297473
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"0 Jahre";35472
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"1 Jahr";36031
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"2 Jahre";35028
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"3 Jahre";35766
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"4 Jahre";34937
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"5 Jahre";34593
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"6 Jahre";35048
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"7 Jahre";35469
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"8 Jahre";35776
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"9 Jahre";37603
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"10 Jahre";38580
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"11 Jahre";40502
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"12 Jahre";42828
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"13 Jahre";43970
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"14 Jahre";45743
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"15 Jahre";47648
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"16 Jahre";48769
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"17 Jahre";50451
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"18 Jahre";50955
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"19 Jahre";52393
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"20 Jahre";51576
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"21 Jahre";50047
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"22 Jahre";49165
"1983";"Schweiz";"Staatsangehörigkeit (Kategorie) - Total";"Frau";"23 Jahre";48720
